user_id,t,timestamp,solving_id,question_id,part,tags,user_answer,elapsed_time,correct,reward,last_correct,recent_accuracy_3
u10055,79,1527999866500,66,q5393,5,133,b,24000,0,0,1,0.6666666666666666
u10055,80,1528005786990,67,q383,2,31;32;185;183,a,20000,0,0,0,0.3333333333333333
u10055,81,1528005811753,68,q813,2,31;32;181;184,b,0,1,1,0,0.3333333333333333
u10055,82,1528005984990,69,q383,2,31;32;185;183,b,0,1,1,1,0.6666666666666666
u10055,83,1528018602979,70,q213,2,27;24;40;185;183,a,16000,1,1,1,1.0
u10055,84,1528018838539,71,q11263,2,30;44;49;182;183,b,17000,1,1,1,1.0
u10055,85,1528032113150,72,q358,2,34;35;181;183,c,24000,1,1,1,1.0
u10055,86,1528068058358,73,q9838,5,83,a,16000,0,0,1,0.6666666666666666
u10055,87,1528068129970,74,q5660,5,87,b,9000,1,1,0,0.6666666666666666
u10055,88,1528068179444,75,q6222,5,99,b,32000,0,0,1,0.3333333333333333
u10055,89,1528068248947,76,q4765,5,118,a,4000,1,1,0,0.6666666666666666
u10055,90,1528068321544,77,q8833,5,111,a,34000,0,0,1,0.3333333333333333
u10055,91,1528068447248,78,q3774,5,136,d,25000,0,0,0,0.3333333333333333
u10055,92,1528068513682,79,q6228,5,88,b,12000,1,1,0,0.3333333333333333
u10055,93,1528068547113,80,q4387,5,98,c,10000,1,1,1,0.6666666666666666
u10055,94,1528068627480,81,q8955,5,81,b,27000,1,1,1,1.0
u10055,95,1528068686649,82,q5329,5,115,a,28000,0,0,1,0.6666666666666666
u10055,96,1528068764478,83,q4747,5,101,a,31000,1,1,0,0.6666666666666666
u10055,97,1528068847229,84,q6345,5,75,a,18000,1,1,1,0.6666666666666666
u10055,98,1528068901056,85,q9679,5,85,d,21000,0,0,1,0.6666666666666666
u10055,99,1528068968183,86,q5060,5,110,d,23000,0,0,0,0.3333333333333333
u10055,100,1528069056534,87,q3694,5,122,c,20000,1,1,0,0.3333333333333333
u10055,101,1528160542798,88,q9621,5,87,b,15000,1,1,1,0.6666666666666666
u10055,102,1528160592285,89,q10319,5,84,b,16000,1,1,1,1.0
u10055,103,1528160843354,90,q4877,5,132,b,13000,1,1,1,1.0
u10055,104,1528160891021,91,q5759,5,100,b,15000,0,0,1,0.6666666666666666
u10055,105,1528160950938,92,q5524,5,82,a,15000,1,1,0,0.6666666666666666
u10055,106,1528160992347,93,q9474,5,106,a,16000,1,1,1,0.6666666666666666
u10055,107,1528161061939,94,q4508,5,75,b,18000,1,1,1,1.0
u10055,108,1528161135761,95,q3901,5,83,c,18000,1,1,1,1.0
u10055,109,1528161204226,96,q3961,5,80,a,10000,1,1,1,1.0
u10055,110,1528161280315,97,q10323,5,96,a,20000,0,0,1,0.6666666666666666
u10055,111,1528161356302,98,q3909,5,124,b,20000,0,0,0,0.3333333333333333
u10055,112,1528161409071,99,q5499,5,106,a,13000,1,1,0,0.3333333333333333
u10055,113,1528161462424,100,q5391,5,138,a,26000,1,1,1,0.6666666666666666
u10055,114,1528161535774,101,q10147,5,76,c,28000,0,0,1,0.6666666666666666
u10055,115,1528161607981,102,q5566,5,98,a,12000,1,1,0,0.6666666666666666
u10055,116,1528188136313,103,q5251,5,73,a,27000,0,0,1,0.3333333333333333
u10055,117,1528188160749,104,q4775,5,144,c,18000,0,0,0,0.3333333333333333
u10055,118,1528201262314,105,q367,2,183;181;24;25,c,14000,1,1,0,0.3333333333333333
u10055,119,1528201435936,106,q307,2,30;24;48;181;182,c,24000,1,1,1,0.6666666666666666
u10055,120,1528201766264,107,q11249,2,30;44;49;183;184,b,23000,1,1,1,1.0
u10055,121,1528238120522,108,q8208,5,133,b,32000,0,0,1,0.6666666666666666
u10055,122,1528238268632,109,q4553,5,130,a,37000,0,0,0,0.3333333333333333
u10055,123,1528238384067,110,q3834,5,86,d,15000,1,1,0,0.3333333333333333
u10055,124,1528238456932,111,q4469,5,109,b,26000,1,1,1,0.6666666666666666
u10055,125,1528238536654,112,q9709,5,74,b,20000,1,1,1,1.0
u10055,126,1528238643295,113,q9608,5,73,a,29000,1,1,1,1.0
u10055,127,1528238915316,114,q4126,5,84,a,15000,1,1,1,1.0
u10055,128,1528238966413,115,q4536,5,126,a,21000,1,1,1,1.0
u10055,129,1528239139593,116,q9570,5,130,c,25000,0,0,1,0.6666666666666666
u10055,130,1528239282607,117,q6071,5,126,a,24000,0,0,0,0.3333333333333333
u10055,131,1528240298425,118,q1388,2,24;41;184;183,c,24000,0,0,0,0.0
u10055,132,1528240480833,119,q1243,2,28;29;181;183,b,18000,1,1,0,0.3333333333333333
u10055,133,1528240603200,120,q1148,2,23;24;25;183;181,b,12000,1,1,1,0.6666666666666666
u10055,134,1528240678783,121,q11259,2,27;44;49;181;184,b,21000,1,1,1,1.0
u10055,135,1528240862292,122,q497,2,28;29;183;184,c,19000,0,0,1,0.6666666666666666
u10055,136,1528255465044,123,q661,2,30;28;49;181;182,b,17000,0,0,0,0.3333333333333333
u10055,137,1528255690053,124,q516,2,179;44;45;183;185,a,22000,1,1,0,0.3333333333333333
u10055,138,1528255852059,125,q295,2,34;42;181;182,c,17000,1,1,1,0.6666666666666666
u10055,139,1528255947703,126,q203,2,38;39;183;185,c,21000,0,0,1,0.6666666666666666
u10055,140,1528256197185,127,q1105,2,30;34;35;185;181,c,19000,1,1,0,0.6666666666666666
u10055,141,1528287365484,128,q974,2,24;40;183;184,a,17000,1,1,1,0.6666666666666666
u10055,142,1528287549141,129,q544,2,34;42;184;182,c,18000,1,1,1,1.0
u10055,143,1528287806549,130,q1315,2,38;39;181;185,b,21000,0,0,1,0.6666666666666666
u10055,144,1528330639643,131,q4470,5,109,a,20000,1,1,0,0.6666666666666666
u10055,145,1528330702430,132,q5846,5,98,b,6000,1,1,1,0.6666666666666666
u10055,146,1528330773086,133,q5899,5,121,c,25000,1,1,1,1.0
u10055,147,1528330829596,134,q6186,5,140,a,15000,0,0,1,0.6666666666666666
u10055,148,1528330959575,135,q5313,5,113,d,17000,0,0,0,0.3333333333333333
u10055,149,1528331104922,135,q5313,5,113,b,19000,0,0,0,0.0
u10055,150,1528331148817,136,q6502,5,113,d,18000,1,1,0,0.3333333333333333
u10055,151,1528331188276,137,q4849,5,126,b,20000,0,0,1,0.3333333333333333
u10055,152,1528331362648,137,q4849,5,126,a,6000,1,1,0,0.6666666666666666
u10055,153,1528331387395,138,q6071,5,126,b,15000,1,1,1,0.6666666666666666
u10055,154,1528331442584,139,q1315,2,38;39;181;185,a,0,0,0,1,0.6666666666666666
u10055,155,1528331907628,140,q203,2,38;39;183;185,b,16000,1,1,0,0.6666666666666666
u10055,156,1528364694171,141,q400,2,46;47;183;185,b,18000,1,1,1,0.6666666666666666
u10055,157,1528364941385,142,q220,2,27;31;32;181;185,c,19000,0,0,1,0.6666666666666666
u10055,158,1528367379358,143,q10327,5,71,d,19000,1,1,0,0.6666666666666666
u10055,159,1528367527724,144,q5395,5,133,a,25000,0,0,1,0.3333333333333333
u10055,160,1528367636088,145,q6550,5,128,a,9000,1,1,0,0.6666666666666666
u10055,161,1528367680140,146,q4049,5,78,b,11000,1,1,1,0.6666666666666666
u10055,162,1528367789017,147,q9177,5,85,d,38000,0,0,1,0.6666666666666666
u10055,163,1528368229240,148,q5393,5,133,d,9000,1,1,0,0.6666666666666666
u10055,164,1528368242003,149,q5395,5,133,c,7000,1,1,1,0.6666666666666666
u10055,165,1528412456692,150,q5591,5,80,a,34000,1,1,1,1.0
u10055,166,1528412537891,151,q5330,5,116,a,17000,1,1,1,1.0
u10055,167,1528412571872,152,q4827,5,89,a,11000,1,1,1,1.0
u10055,168,1528412622772,153,q8709,5,88,d,14000,1,1,1,1.0
u10055,169,1528412685972,154,q5407,5,133,b,31000,0,0,1,0.6666666666666666
u10055,170,1528412826074,155,q5724,5,117,b,8000,1,1,0,0.6666666666666666
u10055,171,1528412877023,156,q4402,5,137,a,19000,1,1,1,0.6666666666666666
u10055,172,1528412975787,157,q9746,5,76,d,27000,1,1,1,1.0
u10055,173,1528413284382,158,q6175,5,97,d,15000,1,1,1,1.0
u10055,174,1528413382964,159,q4619,5,131,d,18000,1,1,1,1.0
u10055,175,1528413498909,160,q5289,5,79,c,20000,1,1,1,1.0
u10055,176,1528413619306,161,q9573,5,130,a,17000,1,1,1,1.0
u10055,177,1528413699131,162,q5287,5,79,c,28000,1,1,1,1.0
u10055,178,1528413854901,163,q5429,5,86,b,22000,1,1,1,1.0
u10055,179,1528413936324,164,q5394,5,133,d,25000,1,1,1,1.0
u10055,180,1528414725480,165,q519,2,30;36;37;181;185,a,24000,0,0,1,0.6666666666666666
u10055,181,1528414996591,166,q1301,2,31;32;183;181,b,19000,1,1,0,0.6666666666666666
u10055,182,1528415221239,167,q1096,2,179;28;29;181;185,b,19000,1,1,1,0.6666666666666666
u10055,183,1528504793075,168,q9486,5,76,b,32000,0,0,1,0.6666666666666666
u10055,184,1528586209404,169,q5323,5,114,b,21000,1,1,0,0.6666666666666666
u10055,185,1528586344982,170,q4560,5,101,c,21000,1,1,1,0.6666666666666666
u10055,186,1528586383241,171,q4692,5,71,b,11000,1,1,1,1.0
u10055,187,1528587082837,172,q8210,5,85,a,28000,1,1,1,1.0
u10055,188,1528587162611,173,q4249,5,86,b,17000,1,1,1,1.0
u10055,189,1528587195743,174,q6184,5,128,b,4000,1,1,1,1.0
u10055,190,1528602350668,175,q727,2,24;26;185;183,a,16000,1,1,1,1.0
u10055,191,1528602487545,176,q1213,2,28;29;181;183,c,25000,0,0,1,0.6666666666666666
u10055,192,1528620314043,177,q8700,5,121,a,18000,1,1,0,0.6666666666666666
u10055,193,1528620444135,178,q9895,5,74,d,63000,0,0,1,0.3333333333333333
u10055,194,1528620531948,179,q6110,5,87,a,41000,0,0,0,0.3333333333333333
u10055,195,1528620604907,180,q6294,5,105,d,20000,0,0,0,0.0
u10055,196,1528620690337,181,q5045,5,109,b,38000,0,0,0,0.0
u10055,197,1528620795385,182,q9101,5,74,c,22000,1,1,0,0.3333333333333333
u10055,198,1528620834449,183,q5093,5,80,a,12000,1,1,1,0.6666666666666666
u10055,199,1528620904040,184,q6504,5,92,b,28000,1,1,1,1.0
u10055,200,1528620976555,185,q6115,5,120,c,13000,1,1,1,1.0
u10055,201,1528621018427,186,q10174,5,85,d,21000,1,1,1,1.0
u10055,202,1528621113033,187,q4189,5,81,c,11000,1,1,1,1.0
u10055,203,1528621186746,188,q3935,5,142,b,16000,0,0,1,0.6666666666666666
u10055,204,1528621253703,189,q5542,5,98,b,15000,1,1,0,0.6666666666666666
u10055,205,1528621304400,190,q10103,5,71,b,22000,1,1,1,0.6666666666666666
u10055,206,1528704598471,191,q4535,5,126,c,19000,1,1,1,1.0
u10055,207,1528704621349,192,q6144,5,88,b,13000,1,1,1,1.0
u10055,208,1528704692841,193,q5682,5,137,a,32000,0,0,1,0.6666666666666666
u10055,209,1528704790982,194,q8518,5,77,d,16000,1,1,0,0.6666666666666666
u10055,210,1528704824349,195,q4539,5,145,a,8000,1,1,1,0.6666666666666666
u10055,211,1528704872363,196,q4192,5,106,c,13000,1,1,1,1.0
u10055,212,1528709650809,197,q3684,5,123,a,30000,0,0,1,0.6666666666666666
u10055,213,1528709705529,198,q8550,5,85,c,16000,0,0,0,0.3333333333333333
u10055,214,1528709776483,199,q5286,5,79,c,13000,1,1,0,0.3333333333333333
u10055,215,1528709849970,200,q5543,5,84,a,21000,1,1,1,0.6666666666666666
u10055,216,1528760544070,201,q458,2,24;48;184;181,a,18000,1,1,1,1.0
u10055,217,1528760676512,202,q487,2,24;40;183;182,c,19000,1,1,1,1.0
u10055,218,1528760769552,203,q461,2,30;24;33;181;184,b,18000,1,1,1,1.0
u10055,219,1528761004138,204,q1173,2,34;35;182;184,b,17000,1,1,1,1.0
u10055,220,1528761249531,205,q882,2,30;179;31;32;181;183,c,19000,1,1,1,1.0
u10055,221,1528786382480,206,q6408,5,77,c,19000,0,0,1,0.6666666666666666
u10055,222,1528786436789,207,q8893,5,77,a,27000,1,1,0,0.6666666666666666
u10055,223,1528786490334,208,q3926,5,135,b,14000,1,1,1,0.6666666666666666
u10055,224,1528786555619,209,q4545,5,129,c,24000,1,1,1,1.0
u10055,225,1528786590401,210,q4359,5,77,a,18000,1,1,1,1.0
u10055,226,1528841399677,211,q8510,5,83,d,19000,0,0,1,0.6666666666666666
u10055,227,1528854299284,212,q401,2,23;24;25;185;181,a,15000,1,1,0,0.6666666666666666
u10055,228,1528854393878,213,q451,2,31;32;184;183,c,16000,0,0,1,0.3333333333333333
u10055,229,1528854610338,214,q1079,2,27;44;45;181;183,b,17000,1,1,0,0.6666666666666666
u10055,230,1528854827714,215,q1340,2,44;49;181;185,a,19000,1,1,1,0.6666666666666666
u10055,231,1528855379559,216,q1010,2,24;41;185;183,a,16000,1,1,1,1.0
u10055,232,1529029900366,217,q205,2,44;49;185;181,c,23000,0,0,1,0.6666666666666666
u10055,233,1529030127046,218,q382,2,183;184;36;37,b,22000,0,0,0,0.3333333333333333
u10055,234,1529106173829,219,q6120,5,122,a,21000,0,0,0,0.0
u10055,235,1529106271669,220,q4113,5,105,b,25000,1,1,0,0.3333333333333333
u10055,236,1529106328614,221,q5229,5,121,c,12000,1,1,1,0.6666666666666666
u10055,237,1529106442247,222,q9706,5,77,c,26000,1,1,1,1.0
u10055,238,1529106531975,223,q5321,5,114,b,18000,1,1,1,1.0
u10055,239,1529106583915,224,q5390,5,138,c,9000,1,1,1,1.0
u10055,240,1529106645938,225,q4783,5,131,a,13000,1,1,1,1.0
u10055,241,1529106703652,226,q9872,5,83,c,27000,1,1,1,1.0
u10055,242,1529106849332,227,q4894,5,75,c,13000,1,1,1,1.0
u10055,243,1529106883447,228,q4645,5,71,c,7000,1,1,1,1.0
u10055,244,1529107966147,229,q519,2,30;36;37;181;185,a,0,0,0,1,0.6666666666666666
u10055,245,1529108126523,230,q382,2,183;184;36;37,a,21000,1,1,0,0.6666666666666666
u10055,246,1529126290864,231,q5206,5,105,a,14000,1,1,1,0.6666666666666666
u10055,247,1529405494963,232,q412,2,31;42;183;184,b,22000,0,0,1,0.6666666666666666
u10055,248,1529445915285,233,q8913,5,116,a,23000,1,1,0,0.6666666666666666
u10055,249,1529445996565,234,q6390,5,111,c,30000,0,0,1,0.3333333333333333
u10055,250,1529446112294,235,q5987,5,104,a,23000,1,1,0,0.6666666666666666
u10055,251,1529446220127,236,q5334,5,116,c,47000,1,1,1,0.6666666666666666
u10055,252,1529446317526,237,q8737,5,142,a,19000,0,0,1,0.6666666666666666
u10055,253,1529466895984,238,q524,2,31;32;185;181,a,18000,1,1,0,0.6666666666666666
u10055,254,1529470619344,239,q416,2,30;28;29;185;181,a,18000,1,1,1,0.6666666666666666
u10055,255,1529473871942,240,q1111,2,179;44;49;185;183,b,18000,0,0,1,0.6666666666666666
u10055,256,1529491347533,240,q1111,2,179;44;49;185;183,a,16000,1,1,0,0.6666666666666666
u10055,257,1529491429336,241,q205,2,44;49;185;181,a,17000,1,1,1,0.6666666666666666
u10055,258,1529548183780,242,q215,2,30;34;35;183;185,a,17000,1,1,1,1.0
u10055,259,1529792058214,243,q325,2,38;39;185;181,c,18000,1,1,1,1.0
u10055,260,1529835077028,244,q1171,2,36;37;184;182,c,18000,0,0,1,0.6666666666666666
u10055,261,1529835202965,245,q896,2,31;32;182;183,c,16000,1,1,0,0.6666666666666666
u10055,262,1529835409045,246,q1350,2,24;33;184;182,a,21000,0,0,1,0.3333333333333333
u10055,263,1529835541436,247,q754,2,28;29;183;184,a,19000,1,1,0,0.6666666666666666
u10055,264,1529835693714,248,q523,2,30;179;34;42;185;181,b,25000,0,0,1,0.3333333333333333
u10055,265,1529836255735,249,q412,2,31;42;183;184,a,20000,1,1,0,0.6666666666666666
u10055,266,1529836511801,250,q523,2,30;179;34;42;185;181,c,18000,1,1,1,0.6666666666666666
u10055,267,1529901628766,251,q1217,2,24;26;183;185,a,19000,1,1,1,1.0
u10055,268,1529901859908,252,q210,2,36;32;185;181,c,19000,0,0,1,0.6666666666666666
u10055,269,1529902429171,253,q198,2,31;32;185;183,c,20000,0,0,0,0.3333333333333333
u10055,270,1529902658020,254,q1212,2,30;179;31;32;185;181,b,16000,1,1,0,0.3333333333333333
u10055,271,1529902845364,255,q1299,2,24;40;185;181,b,16000,1,1,1,0.6666666666666666
u10055,272,1529903025008,256,q287,2,30;34;35;182;181,a,16000,1,1,1,1.0
u10055,273,1529903124231,257,q301,2,34;42;183;182,b,16000,1,1,1,1.0
u10055,274,1529911208521,258,q383,2,31;32;185;183,b,0,1,1,1,1.0
u10055,275,1529911303049,259,q210,2,36;32;185;181,a,17000,1,1,1,1.0
u10055,276,1529911323735,260,q451,2,31;32;184;183,b,17000,1,1,1,1.0
u10055,277,1529911413040,261,q220,2,27;31;32;181;185,a,18000,1,1,1,1.0
u10055,278,1529911547695,262,q198,2,31;32;185;183,a,18000,1,1,1,1.0
u10055,279,1529912596992,263,q663,2,36;37;183;182,b,23000,1,1,1,1.0
u10055,280,1529912808268,264,q1290,2,24;43;181;185,c,19000,1,1,1,1.0
u10055,281,1529913003139,265,q1288,2,24;26;185;183,b,16000,1,1,1,1.0
u10055,282,1529913156241,266,q346,2,179;34;35;184;182,b,14000,0,0,1,0.6666666666666666
u10055,283,1529913219902,267,q965,2,24;33;182;183,a,16000,1,1,0,0.6666666666666666
u10055,284,1529913626040,268,q317,2,23;179;24;25;183;185,a,17000,1,1,1,0.6666666666666666
u10055,285,1529913690200,269,q331,2,31;32;183;185,c,19000,1,1,1,1.0
u10055,286,1529913817583,270,q760,2,23;24;33;181;182,b,16000,1,1,1,1.0
u10055,287,1529913945876,271,q1271,2,24;50;181;184,c,20000,1,1,1,1.0
u10055,288,1529914045107,272,q1017,2,28;29;183;185,a,18000,1,1,1,1.0
u10055,289,1529934379387,273,q337,2,34;35;183;181,c,24000,1,1,1,1.0
u10055,290,1529970395771,274,q818,2,46;47;181;184,a,19000,1,1,1,1.0
u10055,291,1529970554405,275,q1304,2,30;36;37;185;183,b,19000,0,0,1,0.6666666666666666
u10055,292,1529970721105,276,q679,2,28;29;183;181,a,23000,1,1,0,0.6666666666666666
u10055,293,1529970834160,277,q639,2,51;24;33;181;183,b,19000,1,1,1,0.6666666666666666
u10055,294,1529970981992,278,q959,2,30;38;39;182;181,c,18000,1,1,1,1.0
u10055,295,1530062294568,279,q1068,2,23;179;28;47;183;181,a,18000,1,1,1,1.0
u10055,296,1530062414364,280,q226,2,24;43;184;185,c,21000,0,0,1,0.6666666666666666
u10055,297,1530062720741,281,q221,2,36;37;185;183,b,19000,1,1,0,0.6666666666666666
u10055,298,1530062969939,282,q741,2,27;38;39;183;182,a,17000,0,0,1,0.3333333333333333
u10055,299,1530063147994,283,q1292,2,24;33;181;185,b,18000,0,0,0,0.3333333333333333
u10055,300,1530074143840,284,q296,2,27;24;48;181;182,c,19000,1,1,0,0.3333333333333333
u10055,301,1530074267312,285,q983,2,179;31;32;183;181,a,16000,1,1,1,0.6666666666666666
u10055,302,1530074385118,286,q614,2,24;43;184;181,c,19000,1,1,1,1.0
u10055,303,1530074556736,287,q237,2,23;46;47;185;181,a,24000,0,0,1,0.6666666666666666
u10055,304,1530180506916,288,q453,2,24;26;182;184,a,16000,0,0,0,0.3333333333333333
u10055,305,1530180600914,289,q289,2,51;24;33;183;182,c,15000,0,0,0,0.0
u10055,306,1530180731603,290,q297,2,24;40;183;184,a,20000,0,0,0,0.0
u10055,307,1530180866398,291,q597,2,24;41;182;184,a,20000,1,1,0,0.3333333333333333
u10055,308,1530181143617,292,q410,2,44;45;185;181,b,16000,1,1,1,0.6666666666666666
u10055,309,1530181688747,293,q1292,2,24;33;181;185,c,17000,1,1,1,1.0
u10055,310,1530181731508,294,q1350,2,24;33;184;182,b,16000,1,1,1,1.0
u10055,311,1530243511753,295,q1291,2,46;47;184;183,a,21000,0,0,1,0.6666666666666666
u10055,312,1530243967851,296,q237,2,23;46;47;185;181,a,0,0,0,0,0.3333333333333333
u10055,313,1530244391886,297,q1291,2,46;47;184;183,c,19000,1,1,0,0.3333333333333333
u10055,314,1530244440768,298,q482,2,179;46;47;183;181,b,19000,1,1,1,0.6666666666666666
u10055,315,1530244668422,299,q647,2,27;46;47;183;182,c,17000,1,1,1,1.0
u10055,316,1530352183663,300,q616,2,36;37;182;181,c,22000,1,1,1,1.0
u10055,317,1530352420130,301,q1323,2,24;50;181;185,a,15000,1,1,1,1.0
u10055,318,1530352647722,302,q1215,2,30;24;33;185;181,b,15000,1,1,1,1.0
u10055,319,1530352861839,303,q542,2,30;31;49;182;184,c,19000,1,1,1,1.0
u10055,320,1530353260142,304,q1097,2,179;46;39;181;183,b,17000,1,1,1,1.0
u10055,321,1530420264784,305,q320,2,36;37;181;185,c,21000,0,0,1,0.6666666666666666
u10055,322,1530420801337,306,q1383,2,24;40;184;182,b,17000,1,1,0,0.6666666666666666
